Sonora Carruseles,Discos Fuentes Salsa All Stars- La Biblia De La Salsa Vol. 1 & 2,Que Suene Mi Campana,2000,TRBGNLU128F4221FF2,2yUdn9NDA1jEhar8XsSInI
Michael McDonald,Take It To Heart,Tear It Up (LP Version),0,TRBGOOR12903CC5261,-999
Ben Jelen,Sessions@AOL - EP,Come On (Sessions@AOL Version),0,TRBGODE128E0785BC8,-999
Roni Size,Sound Advice / Forget Me Knots Remixes,Forget Me Knots (Bailey Remix),0,TRBGOGV128F146D34D,5djzVqeXZZdVFGZZRcZMFP
Vulture Industries,The Dystopia Journals,The Benevolent Path,2007,TRBGOWY12903D0E2A0,1jwLz9enmMJrOItnJQ0Bvb
Janet Jackson,Again,Again (Instrumental),1993,TRBGOAU128F4255BDA,-999
The Cate Brothers,Radioland,Radioland,0,TRBGOQJ128F4263E27,-999
Carl Smith,Hey Joe,If I Couldn't Hold Back The Dawn,0,TRBGOVC128F934435E,-999
Astarte,Doomed Dark Years,Voyage to eternal Life,1998,TRBGOPC128F4231959,27uPYkQY5eyMEABhkubwU9
Sleepy John Estes,I Ain't Gonna Be Worried No More 1929-1941,Down South Blues,1935,TRBGPAX12903CEC037,4tuHz5VnEgx3kjaZuGEZRk
Suicidal Tendencies,Join The Army,Looking In Your Eyes,1987,TRBGPCC128F428FF02,6JsqXMSLV4LdTwBN80agU2
Rita Chiarelli,The Italian Sessions,Chiove,2006,TRBGPXH128F428C912,6oRhHdLqwB3FgLdQM23Peb
Steve Morse,Prime Cuts_ Volume 2,Red Barchetta (feat. James LaBrie_ James Murphey_ Sean Malone_ Sean Reinert & David Townson),0,TRBGPWO128F930B503,-999
Estopa,La Calle Es Tuya?,Apagon,0,TRBGPZX128F4285105,3v69iPsJjjp8rnE5WUpy2x
Nicky B_ Naëlle,Rude Bwoy Love (Single),Rude Bwoy Love (feat. Dj Fly_ Dj Traxx_ T.Williams),0,TRBGPSV12903CA9C25,-999
Fredericks_ Goldman_ Jones,Rouge,Des Vôtres,0,TRBGPYK128F42796E1,-999
Bo Carter,Twist It Babe (1931-1940),The Law Gonna Step On You (1931),0,TRBGPHG12903CE6CC3,7sdeSDtroKSrYzlvl6MR3d
Vodka Collins,Boy's Life,Bitches For Breakfast,0,TRBGPQQ128F427ADDD,7Aaglnx0kyMnb2wlXbJ6Oj
Cristy Lane,27 Christmas Classics,It Came Upon A Midnight Clear,0,TRBGPHO128F4254D34,2TJ7UFgcvgIf2oF8gppi9s
Roger Creager,Long Way To Mexico,All For The Sake Of The Song,2003,TRBGPWE128F421CCB4,6T3jK7JimstQ7HrP6X8Jzh
Professor Longhair,Rock'N Roll Gumbo,Doin' It,1985,TRBGPGF128F4259319,5w6qdVGxjuTQGIk6YEVRzJ
Aerosmith,Young Lust: The Aerosmith Anthology,Crazy,1993,TRBGPJP128E078ED20,74irxdVWstNlEQjsvArITq
Red Hot Chili Peppers,Californication,Parallel Universe (Album Version),1999,TRBGQAB128E07877E4,-999
Monique Morelli,Chansons De France,Elsa,0,TRBGQGL128F92D5186,-999
Josh Groban,Awake,Lullaby [With Ladysmith Black Mambazo] (Album Version),2006,TRBGQAO128EF35A1AD,-999
Tunsi,The Omen,Army,0,TRBGQTD128F42658D8,1v6f1GuEaGDdud5V4oUcBL
Zbigniew Preisner,3 Couleurs : Blanc,The Court,1994,TRBGQWH128F933C413,5K56k5kfAYGTLITMiPBKCw
Beyoncé,The Beyonce Experience Live Audio,Dangerously In Love Medley,0,TRBGQKE128F425EDC9,-999
Alexander Zonjic,Doin' The D,Little Sunflower,0,TRBGQIX128F934E7F4,1KZtUZjCnHIwi9qE1tSefo
Jesse Malin,On Your Sleeve,Walk On The Wild Side,2008,TRBGQFF128F42BAE97,1SrU43zDYIIdThxWKNeNgf
Irini Merkouri,Mine Mazi Mou Apopse,Magiki Vradia,0,TRBGQFB128F427FD09,-999
Billie Jo Spears,20 Of Her Best,Danny,0,TRBGQER12903CAAF1A,2MXCAAesCWwiMTi3mwfL5a
Tim Wilson,It's A Sorry World,It Takes A Village (To Raise A Nut) (Live),0,TRBGRFB128F145DA2E,3P1tL8pnoThhwQIISDzdYX
Phil Collins,Both Sides,Everyday,1993,TRBGRIP128F147FCA6,1TuC2upbvZ6Ae0VE4kj8dT
Joe Bonamassa,Joe Bonamassa Live From The Royal Albert Hall (Live Audio Version),Stop!,2009,TRBGRVF12903C9F806,3WFfqRoJhJeHIZzKdW5xXZ
Joe Lynn Turner,Nothing's Changed [Original Recording Remastered],Baby's Got A Habit,0,TRBGRNH12903CF9685,-999
Howie Day,Stop All The World Now (SPECIAL EDITION VERSION),Collide,2003,TRBGRXO128F4282115,6dwkFmLUz6hx2CZG2EqLol
Bitty McLean,Natural High,Over The River,1995,TRBGRGB128F4289283,-999
Tyrone Wells,Hold On,Need,2005,TRBGRWH128F92E3551,36A8c6kH2NaTnPUzR0wIBs
Michèle Bernard,Piano Voix,Amour noir N 7,2008,TRBGRSI128F92C9D4E,0DgmoYWIJspZosqEMy864m
Emilio Tuero,Antología... Emilio Tuero,Nostalgia,0,TRBGRLS12903CD13B4,4xfhNwRfr7SCXsqRx71atg
Dennis O'Neill,Liszt: 'Tre Sonetti di Petrarca' & First Settings of Victor Hugo,Tre sonetti di Petrarca: III. I' vidi in terra angelici costumi - sonnet 156,0,TRBGRIM128F424E1D3,-999
Maximilian Hecker,Daylight,Creep Live Version,0,TRBGRAN128F9339A1B,-999
Open Hand,The Dream,11th Street,2000,TRBGRGT12903CC5019,6WgGzONzszIOrV8BqHTVuJ
The Pharcyde,Humboldt Beginnings,The Climb/Paranoia,2004,TRBGRQE128F9353A29,54w8iJc9KVKMSgwbSBOxTT
Angela Lashley,Suffer The Martyrs,Too Far From The Tree,0,TRBGRKJ128F4261513,52PcJkyiSbGj6B7ndN49bh
Knack,Normal as the Next Guy,Dance Of Romance,0,TRBGRAL128F42480F9,5cyZvgxqsdUTnigzxJ8T1X
Bob Carlisle,Nothing But The Truth,Watched By An Angel,0,TRBGSBH128F93090D9,40fWKdfFtZb6TOup8wHb6d
Tomorrow,Blow-Up,Blow-Up (Outtake),0,TRBGSIG12903CA502C,-999
Brian Dullaghan,Songs For A Wedding - 18 Songs For That Special Day,The Wedding,0,TRBGSTS12903CD3528,7s2QjV5fNFkk5VBF9Xdglj
Groundhogs,U.S. Tour '72,Still a Fool,1968,TRBGSJX128F92F863D,3svcU5KjgpSI3SPiRca07X
Fito Paez,Tercer Mundo,Tercer Mundo,1990,TRBGSAQ128F1470B41,1ghh6SYvZNlgcGFxDIupw7
The Crystal Method,Keep Hope Alive EP,Keep Hope Alive,1995,TRBGSCR128F92FE2AE,3MmAMXCl5e3oJFMzhpfXkM
Los Chunguitos,La Medalla,La Medalla,2001,TRBGSMY128F428D6BE,2W37FZPFOds0cWX10hgWYJ
Frank Ifield,Remembering The Sixties,I'll Be Around,0,TRBGSCJ128F92F6D47,-999
Johnny Pacheco,A Man And His Music,Viralo Al Reves,0,TRBGSVD12903CDA8B8,5DePbBjayeUKLjzXlVSPrU
King Swamp,King Swamp,Glow,0,TRBGSVO12903CFE3AE,-999
Bill Engvall,Here's Your Sign: Reloaded,Getting Old Sucks (Album Version),0,TRBGSGY128F149BE49,-999
Hélio Ziskind,Trem Maluco e Outras Cantigas de Roda,Carre Cutia,0,TRBGSJO128F93406CE,6ogPAWwIHMM9Hb0hJxJtfG
Glen Ricks,President Of Love,For All We Know,0,TRBGTHM128F933DBB1,29a6HhrS308hPvaUslYaLV
Solomon,Beethoven: Piano Sonatas 29 & 32,"Piano Sonata No. 29 in B flat major Op. 106  ""Hammerklavier"" (2005 Digital Remaster): II.     Scherzo (Assai vivace) - Presto",0,TRBGTCB128F42548C2,-999
Joe Lopez,A.B. Quintanilla III Presents Joe Lopez,Me Duele,2004,TRBGTPL128E0783C11,1jWKFn8uKcT7ZYPbnOevxy
Jesus Jones,Doubt,Nothing To Hold Me,1990,TRBGTZD128EF34B6C3,2nRN3JGw8ol8M4V02qqMQ5
Nana Caymmi,2 Em 1 (Dois Em Um),Palavras,0,TRBGTNZ128F1481BBD,-999
Christie Hennessy,The Platinum Collection,Rick's Cafe,0,TRBGTLW128EF34095C,-999
Aesop Rock,Labor Days,Coma,2001,TRBGTPK128F429E5D5,0SQmCkPERA7IWIR6OR73Nt
Harvey Averne,The Harvey Averne Dozen,Accept Me,0,TRBGTAB12903CF8B83,7AevsgEAOzdkyfgE5w8Y56
David Bowie,In Bertolt Brecht's Baal,Baal's Hymn,1982,TRBGUUE128F1494FB6,37IMmKTjdnmQXPMJia8YLv
K's Choice,Live,God In My Bed,1998,TRBGUHX128F4279757,-999
Black Sheep,8WM/Novakane,Novakane,0,TRBGUHQ128F933699C,7COve8kEww2PKRIfxkAIxr
Silverstein,Discovering The Waterfront,Defend You (Album Version),2005,TRBGULP128F422F290,-999
The Jackson Southernaires,Power Packed,Somewhere In Between,0,TRBGUER128F422A0E6,1CtnkjVSLhzTunOd4OSjGB
Bonita,Album,It Could Never Be You,0,TRBGUII12903CBF930,51PRA0jhJjNR60L0EFBQt9
Carlos Nuñez,Un Galicien En Bretagne,St Patrick's An Dro,2003,TRBGUPV128F427BCBA,-999
El Gran Combo De Puerto Rico,Arroz Con Habichuela,No Hay Manera,2006,TRBGUUF128F9334B97,0mNnQonvgvqGhORyS0UaDj
Tim Wilson,It's A Sorry World,Dale Darrell Waltrip Richard Petty Rusty Awesome Bill Irvin Gordon Earnhardt Smith...Johnson_ Jr. (Live),0,TRBGULR128F145DA35,-999
Fabolous,Real Talk,In My Hood (Explicit Album Version),2004,TRBGUTI128E07872F0,-999
Sex Pistols,Spunk,Looking For A Kiss,1977,TRBGUSS128F92F94BB,5aB88KAIaRsRfAtBpVDYlx
Malkit Singh,Best Of Golden Star,Holli Holi Nach Kuriye,2007,TRBGURA128F9316E7E,4QeeeXtD9PsmKL7yinjtuK
Dyango,Alma_ Corazón Y Vida,Alma_ Corazón Y Vida,0,TRBGUKE128F42776B6,-999
Ann Nesby / Jamecia Bennett,Put It On Paper,Advice,0,TRBGVDI128F1495B59,0uG3ldfTFFgUNwprjtrQOL
fIREHOSE,Fromohio,Let The Drummer Have Some,1989,TRBGVSE128EF3686B6,4pcxDDBXdtwY8VAYd1tUSM
Bobby Valentin,Algo Nuevo,Yo Soy Abacua,1970,TRBGVOJ12903CDA92E,1qFKrh2GAz3vNfpsrE3dQL
Zombie Girl,Endzeit Bunkertracks - Act IV: The Alfa Matrix Selection,The Darkness (Komor Kommando Mix),2009,TRBGVWB12903CE31A6,03pfxRPX2zFSzVPAuei43a
Cutting Edge,The Big 14 'n More,She's Got A Brain (Leli / Zimmerman),0,TRBGWYD128F932F422,-999
Fred Merpol,L'éclusier,Glisse,0,TRBGWAT12903CF15AF,39v1w7cwmw3Cw2Wu5FeHS9
Mar Azul,22 Cumbias Ardientes,Rancho Moreno,0,TRBGWQX12903CDA5C1,68kNvhLvI0z07KIVz8fMoa
Étienne Daho,L'adorer,Cet Air Étrange (Take 1 - Abbey Road Rough Mix),0,TRBGWRN128F92F1E46,1aaZ7UYlLoClIPQiLB31fZ
Hacken Lee,Zhen Jin Dian - Hacken Lee 2,Kan Hai De Ri Zi,0,TRBGWEJ128F1460BEF,-999
Punk'd Royal,Muscles,Young Urbans,0,TRBGWSQ12903CBAD4D,-999
"Buzzov¬""en",Welcome To Violence,I Don't Like You,0,TRBGWSR128F4286574,-999
Michael Stanley Band,MSB,Take The Time,1982,TRBGWQG128F92FB42D,00drgzklCYUPHnEDRi7ROJ
Weezer,Weezer (Rarities Edition),Mykel And Carli,2004,TRBGWWM12903CCE627,-999
22-20s,22-20s,Hold On,2004,TRBGWVI128E0788AE7,6TMz8FPvC4oKlbkEZDFBQW
Life In Your Way,Ignite And Rebuild,When Rules Change,2005,TRBGWGD128F42418B2,0e7bQxtVqdbC4zRTRz1jnW
Twenty 4 Seven,Best of,You Gotta Be Safe,0,TRBGWEG12903CFF7EE,40VhJwvn2g9PcRNeFT6YuM
Wilks,U gotta believe,Psalm 27,0,TRBGWJB128F4275C7B,-999
The King Sisters,The Very Best of the King Sisters,Milkman_ Keep Those Bottles Quiet,0,TRBGWIK128F9331981,-999
The Winans,Return,Together We Stand (Album Version),0,TRBGWRL128F9301CB9,-999
Cookies,House Candy - Bienvenue a La Discoteque,Believe In What I Say,2005,TRBGWVU12903CBFBB6,6s2XeS9vCg44vjy17a69x8
Angels,Time Is Ripe,Fifi,0,TRBGXHN12903CF4736,0OxWkhBweZ6E4DxYW1lehw
FFH,Voice From Home,Listen,2005,TRBGXHJ128F93302C7,3CQkgLwhzJizZdUlWczUWi
Alfredo Gutiérrez,Lo Mejor De Alfredo Gutierrez Y Su Conjunto - 24 Temas Originales,Dos Mujeres,0,TRBGXZU128F4255D4F,28GIO6CkdhvBVTzjcNLt3E
Steven Halpern,Chakra Suite,6th Chakra: Keynote A - Chakra Suite (Solo Electric Piano Plus Synths),2001,TRBGXCK12903CEFAE3,-999
Hard Romantic,Sincerely_,Sincerely_,0,TRBGXZY12903CB6A2E,-999
Melt Banana,Cactuses Come In Flocks,So Far So Bad So What?,0,TRBGXGG128F4278990,5Y2VRQfK1OO8a7Y6YoXS1B
Elvira,Peachy Pink,Momentum,0,TRBGXBT128EF34EB68,6zodJznhr4snTo55UdHOSd
The Jordanaires & Orion,Christmas To Elvis from The Jordanaires,Up on the House Top,0,TRBGXYD12903CBA5D0,5YkU2I17NuSaJuZHNi7b1G
Roger Sanchez,Lost,Lost,2006,TRBGXQP128F4290B22,7ecspSK6znrYM28zHpxbOG
Guy Forsyth,Live at Gruene Hall,When I Think About Love,0,TRBGXSP12903CD05DA,0AaQfqYUvF14Hb1a2yTqtU
M,Le Baptême,Je Suis Une Cigarette,0,TRBGXHS128F426B568,3syDhN5pCuM9AfE3WdSgLF
Non Stop DJs,Furious EP,Hydraulic Pimp,2004,TRBGXJO12903CE888B,3NAuTX4IMZTF38SBTUheNr
Los Chichos,Sangre Gitana,Nieve,0,TRBGXWM128F428E59A,-999
Mish Mash,Ministry of Sound Presents 100,Speechless,2006,TRBGXTO128F9307677,-999
Helen Hobson,Hobson's Choice,Merry-Go-Round,1996,TRBGXTS128F9308E62,-999
STEVE CAMP,Steve Camp Compact Favorites,Upon This Rock (Fire And Ice Version),0,TRBGXBG128F4258B52,-999
Joey Negro,The Very Best Of Euphoric Dance Breakdown,Make A Move On Me,2005,TRBGYVK128F426A0D6,1bRi61JqeHPUDhuftFeK9D
Patty Griffin,Downtown Church,All Creatures Of Our God And King,2010,TRBGYDZ12903D075D4,0hPkWYZ4JIqj9hAvCQtBOI
Daryl Coley Featuring the New Generation Singers Reunion Choir,Praise & Worship,I Will Bless Your Name,0,TRBGYFN128F42BC746,-999
Trick Trick / Obie Trice,The People Vs.,War,2005,TRBGYQN128F42BAA17,6po8TcR5Z43pKCFrS7d1BX
Erik Berglund,Endless Light,Endless Light,0,TRBGYHC12903D0626A,1kKWe1DUv4xD14nMRJWQSH
Bobby Darin,Live! At The Desert Inn,Hi De Ho,0,TRBGYFJ128F92D0254,43VotfSNyCHHqjNTF1MJMj
Clara Nunes,Claridade & Canto Das Três Raças,Sofrimento De Quem Ama (1997 Digital Remaster),0,TRBGYSS128F1487760,-999
The Five Stairsteps,The First Family of Soul: The Best of The Five Stairsteps,Playgirl's Love,0,TRBGYLV128F4285763,-999
Limbonic Art,A Legacy Of Evil,A Void Of Lifeless Dreams,0,TRBGYCS128F4277187,7HMpI7fVO8ReZcgtpvUeit
Rita Chiarelli,Road Rockets,This Is My Life,1992,TRBGYBT128F428C80B,7eLehtV9hleERWhAnGOcGS
Fruko Y Sus Tesos,Salsa All Stars V,La Maquina Del Sabor,0,TRBGYTF128F422F519,4Rp4RuiHKibpHIclmvfGH1
Lee Michaels,Space & First Takes,Hold On To Freedom,0,TRBGYKY128F42668F2,34qftJr4LG1dUZYQzSNPE7
Mario Rosenstock,Gift,Fast Eddie,0,TRBGYGQ128F428B0B0,-999
Caspa,Louder VIP,Power Shower,0,TRBGZFI12903CA54B6,4kguhUiG1vEOXamhi0sIIh
Bloc Party,Intimacy - Remixed,Zephyrus,2008,TRBGZKO128F92DB016,1fmCIpRoakvPCOKdh6kPHO
unloco,Healing,Nothing (Album Version),2001,TRBGZYP128F4222C37,-999
Earth,Star Condemn'd,Endless Winter,0,TRBGZRZ128F42668B2,3VWuXiMpjchX4IiXqy7SbB
Less Than Jake,Losers_ Kings And Things We Don't Understand,Fucked,1995,TRBGZLM128F4221E63,2SQRh3hcbRKY9nADg9kZma
Megadrums,Ketu,Primal Forces,0,TRBGZED128F425DF76,5JvcsjJZavwPnxKSvxIGgO
Young-Holt Unlimited,Mellow Dreamin',Wichita Lineman (LP Version),1970,TRBGZBM128F14928A3,-999
Atomic Rooster,The Greatest Hits - Vol. 2,Take It For Granted,2005,TRBGZUR128F92FD8ED,1wMtzzYuY5Sh7GHXI17UX1
Rachel Loy,The Same Man (For Matthew),The Same Man (For Matthew),0,TRBGZQZ128F427E394,4b41fiaPVeWBo9tpZuZaWh
DJ Quik,Trauma,Ladies And Thugs,0,TRBGZQQ128EF354F69,1Ods5oFvqZhs8i9fqr7pK3
Hank Locklin,Please Help Me I'm Fallin',Let Me Be the One,1995,TRBGZRQ12903CFAAA4,5npMY1JLh6T1xjwqt2a9bG
Wyclef Jean,WELCOME TO HAITII CREOLE 101,Jean Dominique Intro,2004,TRBHAAK128F92E27BF,-999
Cockney Rejects,Out Of The Gutter,Beginning Of The End,1987,TRBHABK128F92F2A3D,7EelWbSoixbBkHXjynW4db
Kim English,Armand Van Helden's Nervous Tracks,Nite Life (Sound Factory Version),0,TRBHAGD128F423C388,6qrJRepDEd9G6Pt0McuazQ
Atreyu,A Death - Grip On Yesterday,Shameful (LP Version),0,TRBHAUR128F147481A,-999
Swami,53431,Tonight,2009,TRBHADL128F931E5F1,0U8fCJst6IXhfxvaEgzdhR
David Evans,Match Box Blues,Skinny Woman (Gravel Road Woman),0,TRBHAOY128F92E6E29,-999
Nicholas Hooper,Harry Potter And The Half-Blood Prince - Original Soundtrack,"The Killing Of Dumbledore (""Harry Potter & The Half-Blood Prince"")",0,TRBHAHN128F932D09E,0d1rmYnylP0R2h03RedMSM
George Jones,Wine Colored Roses,These Old Eyes Have Seen It All,0,TRBHAFV128F425D48E,7EPjcrekxCPdiVYqasZVXF
Deodato,Deodato 2,Latin Flute,0,TRBHAAD128F9341700,0jyIdeuziEtMenGqChgOVV
Champion Jack Dupree,The Blues Of Champion Jack Dupree Vol. 1,When I Left Home,0,TRBHBEB128F92CC0C6,1TL1YWPWlAvCmjokmG8nV5
Los Nakos,Va Por Chiapas,Juana Democracia / Calipso Del Tlc,0,TRBHBNV128F930A40B,77RYQOKrKFyRccI0h6OFd3
Airto Moreira,Life After That,Hala_ Tumba And Timbal,2003,TRBHBWW128F1475058,-999
Hall & Oates,AM Radio Gold: Hall & Oates (Remastered),Fall in Philadelphia,1972,TRBHBGB128F931E4CF,4JsRR4poQA4L4hpe7fB8P9
Penguin Café Orchestra,A History,Southern Jukebox Music (Live) (2001 Digital Remaster),0,TRBHBJS128F14A4E42,-999
Archie Bell and The Drells,I Can't Stop Dancing,I've Been Trying,2004,TRBHBIT128F4292E42,-999
Toby Love,Love Is Back,Irreplaceable,0,TRBHCQF128F933B1E2,15pG31cOQzgVlppdKr8rPC
Streetwize,Work It!,Funny,0,TRBHCVC128F930CF55,3Ks3GaZmXSIBvc65ZkZSEO
The Presets,Are You The One?,Are You The One?,2005,TRBHCXP128F146D63B,2AOKDw1hjXL9C4pVKPtkcO
Gonzalo Rubalcaba,Images: Live From Mt. Fuji,Peace And Quiet Time,0,TRBHCKD128F145BD11,-999
Descendents,Enjoy!,Cheer,1986,TRBHCXR128F92E7D0E,2vuY4aYI49AY6pXB12ivBu
James Last,Last The Whole Night Long,Stuff Like That,0,TRBHCMQ128F92E0447,-999
Benabar,Live Au Grand Rex,Porcelaine,2001,TRBHCQS128F4291D02,3Ucuch4cjV2wSb3MFIekwM
Joe Lynn Turner,Second Hand Life: The Deluxe Edition,Two Lights [Bonus Track],0,TRBHCVQ12903CF8E90,-999
Jimmy Wayne,Jimmy Wayne,She Runs,0,TRBHCQA128F149F192,3acX8VetXZkcS9mHXK9CX1
US Coast Guard Band,Ceremonials,Two Ruffles & Flourishes / General's March,0,TRBHCAV128F428C58A,-999
Konexion,Message A L'Eglise,Apostasie,0,TRBHDRQ128F933CAB3,-999
Kaija Koo,Lauluja rakkaudesta,Viimeiset hitaat,1995,TRBHDGB128F4235137,13haegq5orWDfenbwGxjFr
Photek,Solaris,Junk,2000,TRBHDLD128F146A756,2KPadYadQ2ZEjsHXtwsISO
Vangelis,3 Originals,Heaven And Hell (Part II),0,TRBHDSW128F42ABC12,-999
Maurice Larcange,Joue Legrand & Becaud,Le Récit De Cassard,0,TRBHDBH128F92E7FA1,4GawVrra0WnrfkGzHCWAHL
Abysmal Dawn,Programmed to Consume,Programmed to Consume,2008,TRBHDGL128F42324A7,4Wpv7nxwl9NMJstHNYP0xJ
David Rose,Ultra-Lounge / On The Rocks With A Twist - Part 2,Wear Your Love Like Heaven / Workin' On A Groovy Thing (Medley) (1997 Digital Remaster),0,TRBHDIZ128F9313AB3,0gZhdmnxXdvby2q73ViFLV
Slum Village,J-88,The Things You Do,0,TRBHDSI128F9331867,6UwaNHJfLnxfvv142a9jYp
The Sun Harbor's Chorus-Documentary Recordings,Songs of the marines,Marine's hymn,0,TRBHDYA128F4280E77,-999
Constance Demby,Set Free - The Definitive Edition,Javalon,1989,TRBHDIU128F92E49B7,4JaGJOIFrWQrJCp8OU8vIS
Montserrat Caballé/Orchestra of the Royal Opera House_ Covent Garden/Carlo Maria Giulini,Verdi: Don Carlo,Don Carlo (2000 Digital Remaster): Tu che le vanità (Elisabetta),0,TRBHDJS128F42603F9,-999
Monomonkey,Before we all implode,Where To Hide?,0,TRBHDNB128F92D43C9,0NjqdrLKY2I0WmjRW7SBeo
Luisito Rosario,Rumba Del Barrio,1 - 800 - Quiereme - Remix,0,TRBHDJD128F4227A54,6J72SjYCYyzdSDQZLMgplw
The Motors,Airport - The Motors Greatest Hits,Dancing The Night Away,1977,TRBHDTL128F1468F7D,2B89g16NT6wUIEnmFddv59
ÄI-TIEM,Wenn hier einer schießt_ dann bin ich das,Auf die Fresse_ fertig_ los,0,TRBHDOC128F14ABE80,-999
Aram Shelton,Arrive,All Dressed Up,0,TRBHDNO12903CB6C4C,-999
Beogradski Sindikat,Bssst.....Tisincina!,Slatke male maloletnice,2002,TRBHEVE128F932E1FA,5NBOXgNWfxN2fCqTEKLCZS
George Michael,Amazing,Amazing,2004,TRBHEHF128F428385A,0hsrqeudoR9Kymm7RNiVoq
Serpentine,Beauty Queen,Boy & Girl (Feat. Fiona Daniel),0,TRBHEYH12903CB0887,-999
Sonic Subjunkies,Live At The Suicide Club,Djungelstadt,1994,TRBHEMP128F932DA55,69rKvS4j5w2r6BKwYuoIEb
Grandpa Jones,The Unforgettable Grandpa Jones,You Make Our Shack A Mansion,0,TRBHEOU12903CBF12B,-999
The Box Tops,Nonstop,I Can Dig It,1968,TRBHEOR128F429D1B0,4yogC0TaR22qy0Py8gHUxA
Sharon Shannon,The Galway Girl - The Best Of Sharon Shannon,Gaffo's Ball,2007,TRBHEUX128F425020D,-999
Tilman Sillescu,Battleforge,Escape From The Underrealm,2008,TRBHEKQ12903CF2B6A,22h5nNuKUEV4K5Nj6XwXNv
Little Joe & The Thrillers,Backline Volume 61,Peanuts,0,TRBHEQT12903CA76CD,1WX5WUXkoduwMNccVVfnWp
Laurie Berkner,Buzz Buzz,I've Been Working on the Railroad,2001,TRBHEZF128F932BD68,-999
Firehouse,Good Acoustics,Don't Treat Me Bad,1990,TRBHEVR128F4263CE0,-999
John Sebastian,Tar Beach,Freezin' From The Inside Out,2001,TRBHECY128F930A474,3YQflkTXi0ffJA2WR1M17M
Home Town Hero,Home Town Hero,Bleeds In Blue (Album Version),2002,TRBHESQ128F931BF15,-999
Sister Hazel,...Somewhere More Familiar,Concede,1997,TRBHEBY128F148CF2B,2IL6VtR11FDYZIb5RupkcI
Lara,Petit Coeur Assassin,La Pieuvre,0,TRBHEJE12903CBEE90,3m2ZMDsvS3iyFIa8oVErEH
Peter Tosh & Winston Scotland,Reggae Anthology - Joe Gibbs: Scorchers From The Early Years [1967-73],Maga Dog/ Skanky Dog (Album),0,TRBHEQU128F932B874,-999
Bobby Pulido,El Cazador,Mi Corazón Y Mi Mente,1999,TRBHEQY128F4275F54,35OTYEStfkzIKEsWCVmzuR
Birdapres,New Recruits,None Missing,0,TRBHFBW128F930A995,5s6BteSdrRT7Y1JbUrt7B2
Arthur Brown,The Crazy World Of Arthur Brown,Time / Confusion,1968,TRBHFAQ128E0791ADA,5kIMBqbdaLULaVfAHQ218x
Gorillaz,Dirty Harry,Dirty Harry (Single Edit),2005,TRBHFBL128F14537D2,-999
Ma Rainey,Night Shift Blues,Night Time Blues,2005,TRBHFUS12903CA4F1C,1LAlTTH6AEK8zcL6WZAbCU
(hed) p.e.,New World Orphans,A Soldiers Intro,0,TRBHFQE128F932CD48,6feMnsrp4lf15LJhPKuMCF
Mavado,Gangsta For Life: The Symphony Of David Brooks,Sadness,2007,TRBHFWZ128F42A2196,0CJ62lAmhpzdHF00T2Aq9S
Basement Jaxx,Feelings Gone (feat. Sam Sparro),Feelings Gone (feat. Sam Sparro) (Joachim Garraud Remix),0,TRBHFTL128F933AF4E,-999
Conway Twitty,Southern Comfort,Slow Hand (LP Version),0,TRBHFDA128F4270728,-999
Controlled Dissonance,For A Few Dollars More,All Purpose Experiment,0,TRBHFFG128F9330743,3hlfCWhDfUOcW4Ow4tor7M
Stargarden,The Art of Analog Diversion,Trybal,2004,TRBHFXV128F92FC754,2EcU0mTT6jBal67geEqeiB
Porcupine Tree,On The Sunday Of Life,Music For The Head,1991,TRBHFVD128F4248837,62INls2dVry2cSi8IOfjYo
The Reverend Peyton's Big Damn Band,Big Damn Nation,My Old Man Boogie,2006,TRBHFIF12903CF66F4,6YiP92ctEwPV1mPvOc19cf
Mister Ries,Rotterdam EP,Fuck You,0,TRBHFZP12903CE88C3,1KCLoJGfAz9ExaK0CoELaq
Jesus Jones,Perverse,Yellow Brown,1993,TRBHGUK128E078E031,40WmmvWptVjpRp80gcUBZ4
Gal Costa / Maria Bethânia,Ciclo,Filosofia Pura,0,TRBHGTD12903CF47E5,-999
James Horner,Cocoon: The Return,Good Friend,2000,TRBHGWF128F92C8358,-999
Glen Washington,Number One Girl,Number One Girl,0,TRBHGJL128F93368A7,4oTLkRt8IMcnNIMMJAAvOQ
The Police,Message In A Box,De Do Do Do_ De Da Da Da,0,TRBHGWP128E0793AD8,-999
Long Beach Dub Allstars,Wonders Of The World,Free Love,2001,TRBHGVH128F148AD73,54EnV0WX27W2H9IryrzQpn
Luis Alberto Spinetta,Mondo Di Cromo,Lo Siento En Mi Corazón,1983,TRBHGKH128F427FB11,-999
Red Hot Chili Peppers,Red Hot Chili Peppers,Buckle Down (2002 Digital Remaster),0,TRBHGDD128F1486C2E,6eHgupxpb00Lzygak9eTYQ
Max Steiner,Gonjhe With the Wind & Golden Earrings,( Gone With the Wind) Bonnies Fatal Pony Ride,0,TRBHGBU12903CAA37F,605O2l8czBqAaIFp3Yfm5B
Walter Jackson,R&B: From Doo-Wop To Hip-Hop,My Ship Is Comin' In,0,TRBHGIV128F4269827,4cqePRzFdBmAg1pUdPZMx0
Ace Frehley,Anomaly,Fractured Quantum,2009,TRBHGRU12903CE2C48,5YXkFuid5kzrxLmmicIcWr
